# MarsWorm | V5 A plant on open Mars | Exp 2 | Can a plant dry out and revive, night after night?
# Sheet: cycles.csv | invented numbers, a dry run and not a result | scenario: daily-drying-wears-it-out | every column is defined in the codebook for this experiment
tray_id,cycle,day,date,dry_mass_g,rewet_minutes,notes
T01,79,79,2027-04-21,9.37,21,
T01,80,80,2027-04-22,9.94,20,
T01,81,81,2027-04-23,9.26,17,
T01,82,82,2027-04-24,9.79,18,
T01,83,83,2027-04-25,9.52,19,
T01,84,84,2027-04-26,8.46,19,
T01,85,85,2027-04-27,9.39,19,
T01,86,86,2027-04-28,9.31,19,
T01,87,87,2027-04-29,9.08,20,
T01,88,88,2027-04-30,9.21,20,
T01,89,89,2027-05-01,9.78,20,
T01,90,90,2027-05-02,9.07,20,
T01,91,91,2027-05-03,8.96,20,
T01,92,92,2027-05-04,9.71,18,
T01,93,93,2027-05-05,9.3,18,
T01,94,94,2027-05-06,9.38,20,
T01,95,95,2027-05-07,9.38,19,
T01,96,96,2027-05-08,8.83,19,
T01,97,97,2027-05-09,9.22,21,
T01,98,98,2027-05-10,8.8,22,
T01,99,99,2027-05-11,9.13,18,
T01,100,100,2027-05-12,9.72,21,
T01,101,101,2027-05-13,9.08,21,
T01,102,102,2027-05-14,9.49,18,
T01,103,103,2027-05-15,9.67,19,
T01,104,104,2027-05-16,9.54,20,
T01,105,105,2027-05-17,8.91,20,
T01,106,106,2027-05-18,9.19,21,
T01,107,107,2027-05-19,8.88,19,
T01,108,108,2027-05-20,9.4,20,
T01,109,109,2027-05-21,9.18,22,
T01,110,110,2027-05-22,8.97,24,
T01,111,111,2027-05-23,9.12,22,
T01,112,112,2027-05-24,9.27,23,
T01,113,113,2027-05-25,9.2,20,
T01,114,114,2027-05-26,9.38,22,
T01,115,115,2027-05-27,9.27,25,
T01,116,116,2027-05-28,9.51,24,
T01,117,117,2027-05-29,9.64,23,
T01,118,118,2027-05-30,9.26,24,
T01,119,119,2027-05-31,9.21,22,
T01,120,120,2027-06-01,9.67,23,
T01,121,121,2027-06-02,9.02,21,
T01,122,122,2027-06-03,9.07,24,
T01,123,123,2027-06-04,9.21,22,
T01,124,124,2027-06-05,9.12,21,
T01,125,125,2027-06-06,9.47,21,
T01,126,126,2027-06-07,9.31,22,
T01,127,127,2027-06-08,9.2,20,
T01,128,128,2027-06-09,9.6,20,
T01,129,129,2027-06-10,8.97,22,
T01,130,130,2027-06-11,9.31,22,
T01,131,131,2027-06-12,8.86,22,
T01,132,132,2027-06-13,9.02,22,
T01,133,133,2027-06-14,9.7,20,
T01,134,134,2027-06-15,9.27,24,
T01,135,135,2027-06-16,9.17,23,
T01,136,136,2027-06-17,9.56,23,
T01,137,137,2027-06-18,8.83,23,
T01,138,138,2027-06-19,9.37,23,
T01,139,139,2027-06-20,9.12,24,
T01,140,140,2027-06-21,9.14,24,
T01,141,141,2027-06-22,9.44,23,
T01,142,142,2027-06-23,8.86,26,
T01,143,143,2027-06-24,9.37,23,
T01,144,144,2027-06-25,8.9,24,
T01,145,145,2027-06-26,9.32,25,
T01,146,146,2027-06-27,9.36,23,
T01,147,147,2027-06-28,9.16,22,
T01,148,148,2027-06-29,9.07,23,
T01,149,149,2027-06-30,9.54,22,
T01,150,150,2027-07-01,9.74,26,
T01,151,151,2027-07-02,9.12,23,
T01,152,152,2027-07-03,9.31,25,
T01,153,153,2027-07-04,9.44,22,
T01,154,154,2027-07-05,9.16,25,
T01,155,155,2027-07-06,9.48,25,
T01,156,156,2027-07-07,9.23,25,
T01,157,157,2027-07-08,9.11,28,
T01,158,158,2027-07-09,9.48,26,
T01,159,159,2027-07-10,9.1,25,
T01,160,160,2027-07-11,9.34,25,
T01,161,161,2027-07-12,9.66,28,
T01,162,162,2027-07-13,9.5,24,
T01,163,163,2027-07-14,9.42,25,
T01,164,164,2027-07-15,9.24,29,
T01,165,165,2027-07-16,8.79,23,
T01,166,166,2027-07-17,9.08,27,
T01,167,167,2027-07-18,9.13,23,
T01,168,168,2027-07-19,9.33,27,
T01,169,169,2027-07-20,9.55,26,
T01,170,170,2027-07-21,9.52,25,
T01,171,171,2027-07-22,9.46,28,
T01,172,172,2027-07-23,9.16,26,
T01,173,173,2027-07-24,9.54,25,
T01,174,174,2027-07-25,9.0,26,
T01,175,175,2027-07-26,9.38,28,
T01,176,176,2027-07-27,9.1,27,
T01,177,177,2027-07-28,9.0,25,
T01,178,178,2027-07-29,9.85,26,
T01,179,179,2027-07-30,8.83,27,
T01,180,180,2027-07-31,9.03,28,
T01,181,181,2027-08-01,8.58,25,
T01,182,182,2027-08-02,9.49,27,
T01,183,183,2027-08-03,8.98,29,
T01,184,184,2027-08-04,9.48,27,
T01,185,185,2027-08-05,9.51,28,
T01,186,186,2027-08-06,8.89,26,
T01,187,187,2027-08-07,9.26,26,
T01,188,188,2027-08-08,8.8,27,
T01,189,189,2027-08-09,9.39,28,
T01,190,190,2027-08-10,8.94,24,
T01,191,191,2027-08-11,9.4,27,
T01,192,192,2027-08-12,9.4,28,
T01,193,193,2027-08-13,9.06,28,
T01,194,194,2027-08-14,9.0,27,
T01,195,195,2027-08-15,8.95,25,
T01,196,196,2027-08-16,9.45,30,
T01,197,197,2027-08-17,9.04,27,
T01,198,198,2027-08-18,9.77,29,
T01,199,199,2027-08-19,9.08,26,
T01,200,200,2027-08-20,9.62,30,
T01,201,201,2027-08-21,8.97,30,
T01,202,202,2027-08-22,8.94,28,
T01,203,203,2027-08-23,9.46,28,
T01,204,204,2027-08-24,9.0,26,
T01,205,205,2027-08-25,9.33,28,
T01,206,206,2027-08-26,8.86,32,
T01,207,207,2027-08-27,9.0,28,
T01,208,208,2027-08-28,9.28,29,
T01,209,209,2027-08-29,9.18,30,
T01,210,210,2027-08-30,9.04,28,
T01,211,211,2027-08-31,9.09,31,
T01,212,212,2027-09-01,9.17,32,
T01,213,213,2027-09-02,9.19,28,
T01,214,214,2027-09-03,9.23,29,
T01,215,215,2027-09-04,9.04,29,
T01,216,216,2027-09-05,9.41,31,
T01,217,217,2027-09-06,9.26,30,
T01,218,218,2027-09-07,9.33,31,
T01,219,219,2027-09-08,9.27,29,
T01,220,220,2027-09-09,9.48,32,
T01,221,221,2027-09-10,9.51,26,
T01,222,222,2027-09-11,9.31,31,
T01,223,223,2027-09-12,8.46,32,
T01,224,224,2027-09-13,8.66,30,
T01,225,225,2027-09-14,9.21,32,
T01,226,226,2027-09-15,9.09,30,
T01,227,227,2027-09-16,8.7,30,
T01,228,228,2027-09-17,9.31,29,
T01,229,229,2027-09-18,9.55,26,
T01,230,230,2027-09-19,9.01,30,
T01,231,231,2027-09-20,9.17,31,
T01,232,232,2027-09-21,9.44,30,
T01,233,233,2027-09-22,8.75,29,
T01,234,234,2027-09-23,9.06,30,
T01,235,235,2027-09-24,9.06,31,
T01,236,236,2027-09-25,9.14,33,
T01,237,237,2027-09-26,9.25,29,
T01,238,238,2027-09-27,8.95,31,
T01,239,239,2027-09-28,9.0,33,
T01,240,240,2027-09-29,9.37,32,
T01,241,241,2027-09-30,9.53,30,
T01,242,242,2027-10-01,9.14,34,
T01,243,243,2027-10-02,9.13,31,
T01,244,244,2027-10-03,8.93,34,
T01,245,245,2027-10-04,9.34,35,
T01,246,246,2027-10-05,9.65,33,
T01,247,247,2027-10-06,9.01,31,
T01,248,248,2027-10-07,9.01,35,
T01,249,249,2027-10-08,9.09,31,
T01,250,250,2027-10-09,9.08,33,
T01,251,251,2027-10-10,8.95,31,
T01,252,252,2027-10-11,8.97,35,
T01,253,253,2027-10-12,9.12,34,
T01,254,254,2027-10-13,9.27,30,
T01,255,255,2027-10-14,9.24,31,
T01,256,256,2027-10-15,9.02,30,
T01,257,257,2027-10-16,9.33,33,
T01,258,258,2027-10-17,8.87,35,
T01,259,259,2027-10-18,8.9,35,
T01,260,260,2027-10-19,9.09,37,
T01,261,261,2027-10-20,8.81,34,
T01,262,262,2027-10-21,8.79,32,
T01,263,263,2027-10-22,8.95,33,
T01,264,264,2027-10-23,8.81,34,
T01,265,265,2027-10-24,9.53,35,
T01,266,266,2027-10-25,8.91,37,
T01,267,267,2027-10-26,8.68,37,
T01,268,268,2027-10-27,9.06,33,
T01,269,269,2027-10-28,9.1,34,
T01,270,270,2027-10-29,9.39,35,
T01,271,271,2027-10-30,9.01,36,
T01,272,272,2027-10-31,9.02,33,
T01,273,273,2027-11-01,8.79,33,
T01,274,274,2027-11-02,9.16,34,
T01,275,275,2027-11-03,9.29,32,
T01,276,276,2027-11-04,9.11,35,
T01,277,277,2027-11-05,9.13,35,
T01,278,278,2027-11-06,8.36,33,
T01,279,279,2027-11-07,8.89,35,
T01,280,280,2027-11-08,9.41,39,
T01,281,281,2027-11-09,8.91,35,
T01,282,282,2027-11-10,9.31,34,
T01,283,283,2027-11-11,9.38,35,
T01,284,284,2027-11-12,9.08,36,
T01,285,285,2027-11-13,9.54,36,
T01,286,286,2027-11-14,8.89,38,
T01,287,287,2027-11-15,9.22,34,
T01,288,288,2027-11-16,8.68,36,
T01,289,289,2027-11-17,8.93,35,
T01,290,290,2027-11-18,9.14,37,
T01,291,291,2027-11-19,9.43,36,
T01,292,292,2027-11-20,8.8,34,
T01,293,293,2027-11-21,8.7,37,
T01,294,294,2027-11-22,8.62,35,
T01,295,295,2027-11-23,8.72,36,
T01,296,296,2027-11-24,8.93,36,
T01,297,297,2027-11-25,9.48,38,
T01,298,298,2027-11-26,8.96,35,
T01,299,299,2027-11-27,9.2,36,
T01,300,300,2027-11-28,9.03,35,
T01,301,301,2027-11-29,9.17,37,
T01,302,302,2027-11-30,9.22,37,
T01,303,303,2027-12-01,9.11,35,
T01,304,304,2027-12-02,9.34,37,
T01,305,305,2027-12-03,9.49,37,
T01,306,306,2027-12-04,8.97,39,
T01,307,307,2027-12-05,8.93,38,
T01,308,308,2027-12-06,9.03,37,
T01,309,309,2027-12-07,8.49,38,
T01,310,310,2027-12-08,9.07,35,
T01,311,311,2027-12-09,9.35,34,
T01,312,312,2027-12-10,8.97,41,
T01,313,313,2027-12-11,9.28,37,
T01,314,314,2027-12-12,9.25,39,
T01,315,315,2027-12-13,8.21,38,
T01,316,316,2027-12-14,9.05,40,
T01,317,317,2027-12-15,9.06,36,
T01,318,318,2027-12-16,8.93,41,
T01,319,319,2027-12-17,9.02,41,
T01,320,320,2027-12-18,9.27,37,
T01,321,321,2027-12-19,9.23,39,
T01,322,322,2027-12-20,9.18,39,
T01,323,323,2027-12-21,8.83,40,
T01,324,324,2027-12-22,9.06,38,
T01,325,325,2027-12-23,9.03,38,
T01,326,326,2027-12-24,9.02,39,
T01,327,327,2027-12-25,8.67,42,
T01,328,328,2027-12-26,9.09,39,
T01,329,329,2027-12-27,8.6,41,
T01,330,330,2027-12-28,9.15,41,
T01,331,331,2027-12-29,9.01,40,
T01,332,332,2027-12-30,8.89,39,
T01,333,333,2027-12-31,9.41,43,
T01,334,334,2028-01-01,9.05,37,
T01,335,335,2028-01-02,9.11,40,
T01,336,336,2028-01-03,8.77,38,
T01,337,337,2028-01-04,9.66,40,
T01,338,338,2028-01-05,8.88,41,
T01,339,339,2028-01-06,8.65,37,
T01,340,340,2028-01-07,8.84,41,
T01,341,341,2028-01-08,9.28,41,
T01,342,342,2028-01-09,9.49,38,
T01,343,343,2028-01-10,8.72,43,
T01,344,344,2028-01-11,9.22,40,
T01,345,345,2028-01-12,9.13,39,
T01,346,346,2028-01-13,9.53,40,
T01,347,347,2028-01-14,9.26,40,
T01,348,348,2028-01-15,8.85,38,
T01,349,349,2028-01-16,8.93,40,
T01,350,350,2028-01-17,8.77,38,
T01,351,351,2028-01-18,8.66,38,
T01,352,352,2028-01-19,9.35,40,
T01,353,353,2028-01-20,8.81,42,
T01,354,354,2028-01-21,9.07,42,
T01,355,355,2028-01-22,9.26,41,
T01,356,356,2028-01-23,8.48,42,
T01,357,357,2028-01-24,9.01,41,
T01,358,358,2028-01-25,8.73,42,
T01,359,359,2028-01-26,9.02,44,
T01,360,360,2028-01-27,8.63,40,
T01,361,361,2028-01-28,9.09,42,
T01,362,362,2028-01-29,8.88,43,
T01,363,363,2028-01-30,8.97,44,
T01,364,364,2028-01-31,8.93,42,
T01,365,365,2028-02-01,9.12,40,
T02,1,1,2027-02-02,8.16,12,
T02,2,2,2027-02-03,8.86,14,
T02,3,3,2027-02-04,8.97,11,
T02,4,4,2027-02-05,8.73,11,
T02,5,5,2027-02-06,8.38,11,
T02,6,6,2027-02-07,9.0,12,
T02,7,7,2027-02-08,8.74,10,
T02,8,8,2027-02-09,8.7,15,
T02,9,9,2027-02-10,8.78,13,
T02,10,10,2027-02-11,8.48,13,
T02,11,11,2027-02-12,8.38,16,
T02,12,12,2027-02-13,8.75,13,
T02,13,13,2027-02-14,8.75,13,
T02,14,14,2027-02-15,9.07,9,
T02,15,15,2027-02-16,9.13,13,
T02,16,16,2027-02-17,8.29,12,
T02,17,17,2027-02-18,8.66,15,
T02,18,18,2027-02-19,8.78,14,
T02,19,19,2027-02-20,8.58,15,
T02,20,20,2027-02-21,9.04,16,
T02,21,21,2027-02-22,8.69,14,
T02,22,22,2027-02-23,8.43,12,
T02,23,23,2027-02-24,8.79,13,
T02,24,24,2027-02-25,8.82,13,
T02,25,25,2027-02-26,8.07,15,
T02,26,26,2027-02-27,8.62,14,
T02,27,27,2027-02-28,8.71,16,
T02,28,28,2027-03-01,8.65,14,
T02,29,29,2027-03-02,8.34,14,
T02,30,30,2027-03-03,8.78,14,
T02,31,31,2027-03-04,8.87,13,
T02,32,32,2027-03-05,8.95,17,
T02,33,33,2027-03-06,8.09,16,
T02,34,34,2027-03-07,8.77,14,
T02,35,35,2027-03-08,8.5,16,
T02,36,36,2027-03-09,8.7,15,
T02,37,37,2027-03-10,8.51,14,
T02,38,38,2027-03-11,9.04,15,
T02,39,39,2027-03-12,8.79,15,
T02,40,40,2027-03-13,8.47,14,
T02,41,41,2027-03-14,9.11,19,
T02,42,42,2027-03-15,8.56,15,
T02,43,43,2027-03-16,9.16,15,
T02,44,44,2027-03-17,9.01,17,
T02,45,45,2027-03-18,8.61,16,
T02,46,46,2027-03-19,8.41,18,
T02,47,47,2027-03-20,8.64,15,
T02,48,48,2027-03-21,8.68,18,
T02,49,49,2027-03-22,8.3,17,
T02,50,50,2027-03-23,8.51,14,
T02,51,51,2027-03-24,9.01,21,
T02,52,52,2027-03-25,8.8,16,
T02,53,53,2027-03-26,8.89,15,
T02,54,54,2027-03-27,8.82,17,
T02,55,55,2027-03-28,8.72,18,
T02,56,56,2027-03-29,8.69,15,
T02,57,57,2027-03-30,8.61,16,
T02,58,58,2027-03-31,8.92,15,
T02,59,59,2027-04-01,8.55,17,
T02,60,60,2027-04-02,8.4,17,
T02,61,61,2027-04-03,8.81,17,
T02,62,62,2027-04-04,7.95,14,
T02,63,63,2027-04-05,8.45,17,
T02,64,64,2027-04-06,8.8,18,
T02,65,65,2027-04-07,8.86,18,
T02,66,66,2027-04-08,8.26,20,
T02,67,67,2027-04-09,8.61,18,
T02,68,68,2027-04-10,8.62,19,
T02,69,69,2027-04-11,8.54,19,
T02,70,70,2027-04-12,8.94,18,
T02,71,71,2027-04-13,8.47,16,
T02,72,72,2027-04-14,9.02,21,
T02,73,73,2027-04-15,8.65,19,
T02,74,74,2027-04-16,8.51,18,
T02,75,75,2027-04-17,8.66,21,
T02,76,76,2027-04-18,8.72,16,
T02,77,77,2027-04-19,8.66,17,
T02,78,78,2027-04-20,9.31,20,
T02,79,79,2027-04-21,8.68,19,
T02,80,80,2027-04-22,8.41,18,
T02,81,81,2027-04-23,8.87,20,
T02,82,82,2027-04-24,8.59,18,
T02,83,83,2027-04-25,8.64,19,
T02,84,84,2027-04-26,8.48,16,
T02,85,85,2027-04-27,8.62,20,
T02,86,86,2027-04-28,8.87,18,
T02,87,87,2027-04-29,8.49,19,
T02,88,88,2027-04-30,8.77,18,
T02,89,89,2027-05-01,8.24,21,
T02,90,90,2027-05-02,8.65,18,
T02,91,91,2027-05-03,8.66,20,
T02,92,92,2027-05-04,8.49,18,
T02,93,93,2027-05-05,8.09,20,
T02,94,94,2027-05-06,8.9,19,
T02,95,95,2027-05-07,8.54,19,
T02,96,96,2027-05-08,8.58,20,
T02,97,97,2027-05-09,8.63,19,
T02,98,98,2027-05-10,8.29,19,
T02,99,99,2027-05-11,8.96,21,
T02,100,100,2027-05-12,8.85,19,
T02,101,101,2027-05-13,8.77,22,
T02,102,102,2027-05-14,8.42,18,
T02,103,103,2027-05-15,9.02,19,
T02,104,104,2027-05-16,8.23,20,
T02,105,105,2027-05-17,8.4,21,
T02,106,106,2027-05-18,8.35,20,
T02,107,107,2027-05-19,8.34,21,
T02,108,108,2027-05-20,8.56,19,
T02,109,109,2027-05-21,8.72,23,
T02,110,110,2027-05-22,8.45,20,
T02,111,111,2027-05-23,8.36,23,
T02,112,112,2027-05-24,8.64,20,
T02,113,113,2027-05-25,9.09,21,
T02,114,114,2027-05-26,8.52,21,
T02,115,115,2027-05-27,8.52,20,
T02,116,116,2027-05-28,8.18,21,
T02,117,117,2027-05-29,8.5,20,
T02,118,118,2027-05-30,8.73,22,
T02,119,119,2027-05-31,8.72,20,
T02,120,120,2027-06-01,8.4,23,
T02,121,121,2027-06-02,8.78,20,
T02,122,122,2027-06-03,8.48,21,
T02,123,123,2027-06-04,8.31,23,
T02,124,124,2027-06-05,8.51,23,
T02,125,125,2027-06-06,8.85,22,
T02,126,126,2027-06-07,8.5,23,
T02,127,127,2027-06-08,8.41,22,
T02,128,128,2027-06-09,8.46,23,
T02,129,129,2027-06-10,8.2,20,
T02,130,130,2027-06-11,8.21,21,
T02,131,131,2027-06-12,8.82,23,
T02,132,132,2027-06-13,8.19,23,
T02,133,133,2027-06-14,8.6,21,
T02,134,134,2027-06-15,8.04,23,
T02,135,135,2027-06-16,8.28,22,
T02,136,136,2027-06-17,8.34,22,
T02,137,137,2027-06-18,8.67,24,
T02,138,138,2027-06-19,8.66,22,
T02,139,139,2027-06-20,9.16,24,
T02,140,140,2027-06-21,8.45,21,
T02,141,141,2027-06-22,8.69,25,
T02,142,142,2027-06-23,8.68,24,
T02,143,143,2027-06-24,9.04,24,
T02,144,144,2027-06-25,8.5,23,
T02,145,145,2027-06-26,8.22,24,
T02,146,146,2027-06-27,8.7,23,
T02,147,147,2027-06-28,8.6,24,
T02,148,148,2027-06-29,8.45,28,
T02,149,149,2027-06-30,8.41,26,
T02,150,150,2027-07-01,8.75,28,
T02,151,151,2027-07-02,8.64,24,
T02,152,152,2027-07-03,8.73,23,
T02,153,153,2027-07-04,8.35,23,
T02,154,154,2027-07-05,8.48,26,
T02,155,155,2027-07-06,8.62,27,
T02,156,156,2027-07-07,8.19,25,
T02,157,157,2027-07-08,8.32,22,
T02,158,158,2027-07-09,8.44,25,
T02,159,159,2027-07-10,8.53,25,
T02,160,160,2027-07-11,8.51,29,
T02,161,161,2027-07-12,8.68,24,
T02,162,162,2027-07-13,8.39,27,
T02,163,163,2027-07-14,8.51,26,
T02,164,164,2027-07-15,8.65,25,
T02,165,165,2027-07-16,8.5,25,
T02,166,166,2027-07-17,8.25,24,
T02,167,167,2027-07-18,8.55,27,
T02,168,168,2027-07-19,8.44,25,
T02,169,169,2027-07-20,8.34,25,
T02,170,170,2027-07-21,8.75,28,
T02,171,171,2027-07-22,8.14,27,
T02,172,172,2027-07-23,8.19,29,
T02,173,173,2027-07-24,8.3,28,
T02,174,174,2027-07-25,8.11,25,
T02,175,175,2027-07-26,8.63,27,
T02,176,176,2027-07-27,8.01,27,
T02,177,177,2027-07-28,8.44,29,
T02,178,178,2027-07-29,8.31,26,
T02,179,179,2027-07-30,8.21,29,
T02,180,180,2027-07-31,8.82,26,
T02,181,181,2027-08-01,8.36,29,
T02,182,182,2027-08-02,8.56,26,
T02,183,183,2027-08-03,8.39,25,
T02,184,184,2027-08-04,8.44,30,
T02,185,185,2027-08-05,8.5,26,
T02,186,186,2027-08-06,8.68,27,
T02,187,187,2027-08-07,8.44,25,
T02,188,188,2027-08-08,8.27,27,
T02,189,189,2027-08-09,8.55,29,
T02,190,190,2027-08-10,8.26,29,
T02,191,191,2027-08-11,8.38,26,
T02,192,192,2027-08-12,8.79,28,
T02,193,193,2027-08-13,8.17,28,
T02,194,194,2027-08-14,8.86,29,
T02,195,195,2027-08-15,8.67,27,
T02,196,196,2027-08-16,8.42,28,
T02,197,197,2027-08-17,8.4,31,
T02,198,198,2027-08-18,8.68,30,
T02,199,199,2027-08-19,8.47,27,
T02,200,200,2027-08-20,8.47,28,
T02,201,201,2027-08-21,9.06,29,
T02,202,202,2027-08-22,8.66,31,
T02,203,203,2027-08-23,8.6,28,
T02,204,204,2027-08-24,8.42,28,
T02,205,205,2027-08-25,8.43,29,
T02,206,206,2027-08-26,8.46,31,
T02,207,207,2027-08-27,8.51,29,
T02,208,208,2027-08-28,8.34,28,
T02,209,209,2027-08-29,8.59,26,
T02,210,210,2027-08-30,8.53,32,
T02,211,211,2027-08-31,8.63,28,
T02,212,212,2027-09-01,8.24,29,
T02,213,213,2027-09-02,8.2,30,
T02,214,214,2027-09-03,8.47,31,
T02,215,215,2027-09-04,8.34,31,
T02,216,216,2027-09-05,8.55,31,
T02,217,217,2027-09-06,8.35,32,
T02,218,218,2027-09-07,8.34,32,
T02,219,219,2027-09-08,8.62,31,
T02,220,220,2027-09-09,8.38,32,
T02,221,221,2027-09-10,8.66,31,
T02,222,222,2027-09-11,8.28,30,
T02,223,223,2027-09-12,8.68,31,
T02,224,224,2027-09-13,8.48,30,
T02,225,225,2027-09-14,8.57,30,
T02,226,226,2027-09-15,8.04,29,
T02,227,227,2027-09-16,8.84,31,
T02,228,228,2027-09-17,7.86,32,
T02,229,229,2027-09-18,8.08,31,
T02,230,230,2027-09-19,8.24,31,
T02,231,231,2027-09-20,8.17,32,
T02,232,232,2027-09-21,8.6,31,
T02,233,233,2027-09-22,8.03,30,
T02,234,234,2027-09-23,8.7,31,
T02,235,235,2027-09-24,8.63,32,
T02,236,236,2027-09-25,8.47,31,
T02,237,237,2027-09-26,7.97,29,
T02,238,238,2027-09-27,8.73,32,
T02,239,239,2027-09-28,8.71,33,
T02,240,240,2027-09-29,8.66,30,
T02,241,241,2027-09-30,8.24,32,
T02,242,242,2027-10-01,8.53,29,
T02,243,243,2027-10-02,8.19,32,
T02,244,244,2027-10-03,8.3,31,
T02,245,245,2027-10-04,8.6,33,
T02,246,246,2027-10-05,8.31,31,
T02,247,247,2027-10-06,8.6,33,
T02,248,248,2027-10-07,8.42,34,
T02,249,249,2027-10-08,8.96,33,
T02,250,250,2027-10-09,8.1,34,
T02,251,251,2027-10-10,8.47,33,
T02,252,252,2027-10-11,8.31,32,
T02,253,253,2027-10-12,8.62,32,
T02,254,254,2027-10-13,8.51,35,
T02,255,255,2027-10-14,8.58,34,
T02,256,256,2027-10-15,8.47,35,
T02,257,257,2027-10-16,7.92,32,
T02,258,258,2027-10-17,8.13,33,
T02,259,259,2027-10-18,8.21,34,
T02,260,260,2027-10-19,8.07,36,
T02,261,261,2027-10-20,8.25,32,
T02,262,262,2027-10-21,7.83,33,
T02,263,263,2027-10-22,8.46,32,
T02,264,264,2027-10-23,8.74,35,
T02,265,265,2027-10-24,8.23,32,
T02,266,266,2027-10-25,8.57,32,
T02,267,267,2027-10-26,8.32,32,
T02,268,268,2027-10-27,8.16,34,
T02,269,269,2027-10-28,8.29,34,
T02,270,270,2027-10-29,8.41,34,
T02,271,271,2027-10-30,8.57,35,
T02,272,272,2027-10-31,8.49,35,
T02,273,273,2027-11-01,8.14,35,
T02,274,274,2027-11-02,8.42,34,
T02,275,275,2027-11-03,8.6,35,
T02,276,276,2027-11-04,8.13,32,
T02,277,277,2027-11-05,8.25,36,
T02,278,278,2027-11-06,8.01,34,
T02,279,279,2027-11-07,8.66,30,
T02,280,280,2027-11-08,8.36,33,
T02,281,281,2027-11-09,8.46,34,
T02,282,282,2027-11-10,9.06,36,
T02,283,283,2027-11-11,8.37,34,
T02,284,284,2027-11-12,8.72,36,
T02,285,285,2027-11-13,8.15,35,
T02,286,286,2027-11-14,8.3,36,
T02,287,287,2027-11-15,8.39,33,
T02,288,288,2027-11-16,8.74,36,
